172807;0;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172808;7.27E+07;;
172809;7.27E+07;;
172809;7.27E+07;;
172810;7.27E+07;;
172812;7.27E+07;;
172816;7.27E+07;;
172825;7.27E+07;;
172842;7.27E+07;;
172875;7.27E+07;;
172942;7.27E+07;;
173076;7.27E+07;;
173345;7.27E+07;;
173882;7.27E+07;;
174955;7.27E+07;;
177103;7.27E+07;;
181398;7.27E+07;;
189988;7.27E+07;;
202873;7.27E+07;;
228643;7.27E+07;;
267297;7.27E+07;;
325279;7.27E+07;;
394178;7.27E+07;;
463077;7.27E+07;;
531976;7.27E+07;;
669775;7.27E+07;;
807573;7.27E+07;;
945371;7.27E+07;;
1.08E+06;7.27E+07;;
1.29E+06;7.27E+07;;
1.50E+06;7.27E+07;;
1.70E+06;7.27E+07;;
2.01E+06;7.27E+07;;
2.32E+06;7.27E+07;;
2.63E+06;7.27E+07;;
3.10E+06;7.27E+07;;
3.56E+06;7.27E+07;;
4.03E+06;7.27E+07;;
4.73E+06;7.27E+07;;
5.42E+06;7.27E+07;;
6.12E+06;7.27E+07;;
6.82E+06;7.27E+07;;
7.52E+06;7.27E+07;;
8.21E+06;7.27E+07;;
9.26E+06;7.27E+07;;
1.08E+07;7.27E+07;;
1.18E+07;7.27E+07;;
1.29E+07;7.27E+07;;
1.39E+07;7.27E+07;;
1.49E+07;7.27E+07;;
1.64E+07;7.27E+07;;
1.95E+07;7.27E+07;;
2.05E+07;7.27E+07;;
2.16E+07;7.27E+07;;
2.26E+07;7.27E+07;;
2.37E+07;7.27E+07;;
2.58E+07;7.27E+07;;
3.00E+07;7.27E+07;;
3.11E+07;7.27E+07;;
3.22E+07;7.27E+07;;
3.33E+07;7.27E+07;;
3.55E+07;7.27E+07;;
3.98E+07;7.27E+07;;
4.86E+07;7.27E+07;;
4.97E+07;7.27E+07;;
5.08E+07;7.27E+07;;
5.20E+07;7.27E+07;;
5.31E+07;7.27E+07;;
5.53E+07;7.27E+07;;
5.98E+07;7.27E+07;;
6.88E+07;7.27E+07;;
8.43E+07;7.27E+07;;
8.55E+07;7.27E+07;;
8.67E+07;7.27E+07;;
8.79E+07;7.27E+07;;
8.91E+07;7.27E+07;;
9.15E+07;7.27E+07;;
9.62E+07;7.27E+07;;
1.06E+08;7.27E+07;;
1.21E+08;7.27E+07;;
1.37E+08;7.27E+07;;
1.52E+08;7.27E+07;;
1.54E+08;7.27E+07;;
1.55E+08;7.27E+07;;
1.56E+08;7.27E+07;;
1.58E+08;7.27E+07;;
1.60E+08;7.27E+07;;
1.66E+08;7.27E+07;;
1.76E+08;7.27E+07;;
1.92E+08;7.27E+07;;
2.07E+08;7.27E+07;;
2.23E+08;7.27E+07;;
2.38E+08;7.27E+07;;
2.54E+08;7.27E+07;;
2.69E+08;7.27E+07;;
2.85E+08;7.27E+07;;
3.01E+08;7.27E+07;;
